Censys_missed_chi2,Censys_missed_lsvc,Censys_missed_rf,Censys_delay_chi2,Censys_delay_lsvc,Censys_delay_rf,Entrust_missed_chi2,Entrust_missed_lsvc,Entrust_missed_rf,Entrust_delay_chi2,Entrust_delay_lsvc,Entrust_delay_rf,Facebook_missed_chi2,Facebook_missed_lsvc,Facebook_missed_rf,Facebook_delay_chi2,Facebook_delay_lsvc,Facebook_delay_rf,Google_missed_chi2,Google_missed_lsvc,Google_missed_rf,Google_delay_chi2,Google_delay_lsvc,Google_delay_rf,SSLMate_missed_chi2,SSLMate_missed_lsvc,SSLMate_missed_rf,SSLMate_delay_chi2,SSLMate_delay_lsvc,SSLMate_delay_rf
Censys226: [Suffix: orggg (2.79e-02)],Censys226: [Suffix: govbr (0.00e+00)],Censys226: [Suffix: tw (7.80e+01)],Censys226: [Suffix: jusbr (5.72e-01)],Censys226: [Suffix: govir (0.00e+00)],Censys226: [Suffix: hk (7.90e+01)],Entrust226: [Suffix: pro (4.93e-01)],Entrust226: [Suffix: govpt (0.00e+00)],Entrust226: [Suffix: netbr (7.70e+01)],Entrust226: [Suffix: store (1.92e+00)],Entrust226: [Suffix: govtr (0.00e+00)],Entrust226: [Suffix: gobmx (7.90e+01)],Facebook226: [Suffix: al (6.69e-02)],Facebook226: [Suffix: govbr (0.00e+00)],Facebook226: [Suffix: netbr (7.50e+01)],Facebook226: [Suffix: eg (5.53e-01)],Facebook226: [Suffix: educn (0.00e+00)],Facebook226: [Suffix: best (7.50e+01)],Google226: [Suffix: jusbr (1.87e-01)],Google226: [Suffix: govau (0.00e+00)],Google226: [Suffix: schid (7.90e+01)],Google226: [Suffix: live (7.75e-01)],Google226: [Suffix: govtw (0.00e+00)],Google226: [Suffix: sh (7.90e+01)],SSLMate226: [Suffix: rs (2.99e+00)],SSLMate226: [Suffix: govbr (0.00e+00)],SSLMate226: [Suffix: ua (7.90e+01)],SSLMate226: [Suffix: fun (4.09e+00)],SSLMate226: [Suffix: govau (0.00e+00)],SSLMate226: [Suffix: ac (7.90e+01)]
Censys227: [Suffix: govng (2.39e-02)],Censys227: [Suffix: dnua (0.00e+00)],Censys227: [Suffix: tube (7.70e+01)],Censys227: [Suffix: al (5.57e-01)],Censys227: [Suffix: govit (0.00e+00)],Censys227: [Suffix: segovbr (7.80e+01)],Entrust227: [Suffix: mobi (4.57e-01)],Entrust227: [Suffix: eduau (0.00e+00)],Entrust227: [Suffix: gobcl (7.60e+01)],Entrust227: [Suffix: mk (1.91e+00)],Entrust227: [Suffix: govtw (0.00e+00)],Entrust227: [Suffix: store (7.80e+01)],Facebook227: [Suffix: site (6.69e-02)],Facebook227: [Suffix: govcn (0.00e+00)],Facebook227: [Suffix: legbr (7.40e+01)],Facebook227: [Suffix: orguk (5.30e-01)],Facebook227: [Suffix: govuk (0.00e+00)],Facebook227: [Suffix: orgsg (7.40e+01)],Google227: [Suffix: comve (1.63e-01)],Google227: [Suffix: govbr (0.00e+00)],Google227: [Suffix: rs (7.80e+01)],Google227: [Suffix: my (7.70e-01)],Google227: [Suffix: govau (0.00e+00)],Google227: [Suffix: recbr (7.80e+01)],SSLMate227: [Suffix: lk (2.62e+00)],SSLMate227: [Suffix: govcn (0.00e+00)],SSLMate227: [Suffix: tw (7.80e+01)],SSLMate227: [Suffix: download (3.88e+00)],SSLMate227: [Suffix: govuk (0.00e+00)],SSLMate227: [Suffix: mk (7.80e+01)]
Censys228: [Suffix: ac (2.39e-02)],Censys228: [Suffix: govco (0.00e+00)],Censys228: [Suffix: top (7.60e+01)],Censys228: [Suffix: mk (5.57e-01)],Censys228: [Suffix: govng (0.00e+00)],Censys228: [Suffix: cash (7.70e+01)],Entrust228: [Suffix: live (4.53e-01)],Entrust228: [Suffix: govtr (0.00e+00)],Entrust228: [Suffix: eg (7.50e+01)],Entrust228: [Suffix: al (1.91e+00)],Entrust228: [Suffix: govau (0.00e+00)],Entrust228: [Suffix: cat (7.70e+01)],Facebook228: [Suffix: rs (6.69e-02)],Facebook228: [Suffix: govco (0.00e+00)],Facebook228: [Suffix: la (7.30e+01)],Facebook228: [Suffix: sc (5.30e-01)],Facebook228: [Suffix: gr (0.00e+00)],Facebook228: [Suffix: uz (7.30e+01)],Google228: [Suffix: govtr (1.63e-01)],Google228: [Suffix: dnua (0.00e+00)],Google228: [Suffix: rocks (7.70e+01)],Google228: [Suffix: orggg (7.70e-01)],Google228: [Suffix: govuk (0.00e+00)],Google228: [Suffix: ai (7.70e+01)],SSLMate228: [Suffix: beltr (2.62e+00)],SSLMate228: [Suffix: govco (0.00e+00)],SSLMate228: [Suffix: tv (7.70e+01)],SSLMate228: [Suffix: community (3.88e+00)],SSLMate228: [Suffix: graphics (0.00e+00)],SSLMate228: [Suffix: orgco (7.70e+01)]
Censys229: [Suffix: gobmx (2.39e-02)],Censys229: [Suffix: govin (0.00e+00)],Censys229: [Suffix: to (7.50e+01)],Censys229: [Suffix: tk (5.44e-01)],Censys229: [Suffix: edu (0.00e+00)],Censys229: [Suffix: ws (7.60e+01)],Entrust229: [Suffix: se (4.31e-01)],Entrust229: [Suffix: govtw (0.00e+00)],Entrust229: [Suffix: pw (7.40e+01)],Entrust229: [Suffix: hk (1.88e+00)],Entrust229: [Suffix: govuk (0.00e+00)],Entrust229: [Suffix: cloud (7.60e+01)],Facebook229: [Suffix: mk (6.69e-02)],Facebook229: [Suffix: govin (0.00e+00)],Facebook229: [Suffix: kz (7.20e+01)],Facebook229: [Suffix: la (5.30e-01)],Facebook229: [Suffix: graphics (0.00e+00)],Facebook229: [Suffix: video (7.20e+01)],Google229: [Suffix: website (1.63e-01)],Google229: [Suffix: govco (0.00e+00)],Google229: [Suffix: ro (7.60e+01)],Google229: [Suffix: beltr (7.70e-01)],Google229: [Suffix: edupe (0.00e+00)],Google229: [Suffix: ws (7.60e+01)],SSLMate229: [Suffix: gocom (2.62e+00)],SSLMate229: [Suffix: download (0.00e+00)],SSLMate229: [Suffix: tube (7.60e+01)],SSLMate229: [Suffix: help (3.88e+00)],SSLMate229: [Suffix: edupe (0.00e+00)],SSLMate229: [Suffix: im (7.60e+01)]
Censys230: [Suffix: site (2.39e-02)],Censys230: [Suffix: govir (0.00e+00)],Censys230: [Suffix: tk (7.40e+01)],Censys230: [Suffix: gentr (5.44e-01)],Censys230: [Suffix: govpt (0.00e+00)],Censys230: [Suffix: comng (7.50e+01)],Entrust230: [Suffix: xxx (4.07e-01)],Entrust230: [Suffix: govuk (0.00e+00)],Entrust230: [Suffix: acjp (7.30e+01)],Entrust230: [Suffix: beltr (1.83e+00)],Entrust230: [Suffix: graphics (0.00e+00)],Entrust230: [Suffix: video (7.50e+01)],Facebook230: [Suffix: la (5.58e-02)],Facebook230: [Suffix: govir (0.00e+00)],Facebook230: [Suffix: kr (7.10e+01)],Facebook230: [Suffix: games (5.30e-01)],Facebook230: [Suffix: gratis (0.00e+00)],Facebook230: [Suffix: cf (7.10e+01)],Google230: [Suffix: gocom (1.63e-01)],Google230: [Suffix: govin (0.00e+00)],Google230: [Suffix: ren (7.50e+01)],Google230: [Suffix: ai (7.70e-01)],Google230: [Suffix: gratis (0.00e+00)],Google230: [Suffix: software (7.50e+01)],SSLMate230: [Suffix: gobmx (2.62e+00)],SSLMate230: [Suffix: govir (0.00e+00)],SSLMate230: [Suffix: top (7.50e+01)],SSLMate230: [Suffix: orgza (3.88e+00)],SSLMate230: [Suffix: help (0.00e+00)],SSLMate230: [Suffix: nicin (7.50e+01)]
Censys231: [Suffix: software (2.39e-02)],Censys231: [Suffix: govit (0.00e+00)],Censys231: [Suffix: sh (7.30e+01)],Censys231: [Suffix: shop (5.44e-01)],Censys231: [Suffix: govsa (0.00e+00)],Censys231: [Suffix: lk (7.40e+01)],Entrust231: [Suffix: comtr (3.59e-01)],Entrust231: [Suffix: gr (0.00e+00)],Entrust231: [Suffix: idvtw (7.20e+01)],Entrust231: [Suffix: gobes (1.79e+00)],Entrust231: [Suffix: gratis (0.00e+00)],Entrust231: [Suffix: govau (7.40e+01)],Facebook231: [Suffix: games (5.58e-02)],Facebook231: [Suffix: govit (0.00e+00)],Facebook231: [Suffix: k12nhus (7.00e+01)],Facebook231: [Suffix: shcn (5.30e-01)],Facebook231: [Suffix: help (0.00e+00)],Facebook231: [Suffix: edupk (7.00e+01)],Google231: [Suffix: gobmx (1.63e-01)],Google231: [Suffix: govir (0.00e+00)],Google231: [Suffix: recipes (7.40e+01)],Google231: [Suffix: gocom (7.70e-01)],Google231: [Suffix: help (0.00e+00)],Google231: [Suffix: lv (7.40e+01)],SSLMate231: [Suffix: ai (2.62e+00)],SSLMate231: [Suffix: govit (0.00e+00)],SSLMate231: [Suffix: to (7.40e+01)],SSLMate231: [Suffix: top (3.88e+00)],SSLMate231: [Suffix: hk (0.00e+00)],SSLMate231: [Suffix: comng (7.40e+01)]
Censys232: [Suffix: spgovbr (2.39e-02)],Censys232: [Suffix: govng (0.00e+00)],Censys232: [Suffix: support (7.20e+01)],Censys232: [Suffix: expert (5.44e-01)],Censys232: [Suffix: govtr (0.00e+00)],Censys232: [Suffix: govaf (7.30e+01)],Entrust232: [Suffix: lv (3.34e-01)],Entrust232: [Suffix: graphics (0.00e+00)],Entrust232: [Suffix: coke (7.10e+01)],Entrust232: [Suffix: idvtw (1.79e+00)],Entrust232: [Suffix: help (0.00e+00)],Entrust232: [Suffix: comcy (7.30e+01)],Facebook232: [Suffix: naganonaganojp (5.58e-02)],Facebook232: [Suffix: govng (0.00e+00)],Facebook232: [Suffix: k12inus (6.90e+01)],Facebook232: [Suffix: naganonaganojp (5.30e-01)],Facebook232: [Suffix: hk (0.00e+00)],Facebook232: [Suffix: is (6.90e+01)],Google232: [Suffix: lk (1.63e-01)],Google232: [Suffix: govit (0.00e+00)],Google232: [Suffix: recbr (7.30e+01)],Google232: [Suffix: comve (7.70e-01)],Google232: [Suffix: hk (0.00e+00)],Google232: [Suffix: orggg (7.30e+01)],SSLMate232: [Suffix: website (2.62e+00)],SSLMate232: [Suffix: govng (0.00e+00)],SSLMate232: [Suffix: tmallcom (7.30e+01)],SSLMate232: [Suffix: store (3.79e+00)],SSLMate232: [Suffix: hr (0.00e+00)],SSLMate232: [Suffix: acjp (7.30e+01)]
Censys233: [Suffix: store (2.39e-02)],Censys233: [Suffix: govpk (0.00e+00)],Censys233: [Suffix: su (7.10e+01)],Censys233: [Suffix: netbr (5.44e-01)],Censys233: [Suffix: gov (0.00e+00)],Censys233: [Suffix: fun (7.20e+01)],Entrust233: [Suffix: website (3.22e-01)],Entrust233: [Suffix: gratis (0.00e+00)],Entrust233: [Suffix: spgovbr (7.00e+01)],Entrust233: [Suffix: orguk (1.71e+00)],Entrust233: [Suffix: hk (0.00e+00)],Entrust233: [Suffix: govaf (7.20e+01)],Facebook233: [Suffix: orguk (5.58e-02)],Facebook233: [Suffix: govpk (0.00e+00)],Facebook233: [Suffix: sc (6.80e+01)],Facebook233: [Suffix: gobcl (5.30e-01)],Facebook233: [Suffix: hr (0.00e+00)],Facebook233: [Suffix: rs (6.80e+01)],Google233: [Suffix: beltr (1.63e-01)],Google233: [Suffix: govng (0.00e+00)],Google233: [Suffix: re (7.20e+01)],Google233: [Suffix: govng (7.70e-01)],Google233: [Suffix: hr (0.00e+00)],Google233: [Suffix: discount (7.20e+01)],SSLMate233: [Suffix: my (2.62e+00)],SSLMate233: [Suffix: govpk (0.00e+00)],SSLMate233: [Suffix: tk (7.20e+01)],SSLMate233: [Suffix: spgovbr (3.79e+00)],SSLMate233: [Suffix: hu (0.00e+00)],SSLMate233: [Suffix: recbr (7.20e+01)]
Censys234: [Suffix: website (2.39e-02)],Censys234: [Suffix: govpt (0.00e+00)],Censys234: [Suffix: studio (7.00e+01)],Censys234: [Suffix: ink (5.44e-01)],Censys234: [Suffix: govtw (0.00e+00)],Censys234: [Suffix: site (7.10e+01)],Entrust234: [Suffix: ai (3.22e-01)],Entrust234: [Suffix: help (0.00e+00)],Entrust234: [Suffix: site (6.90e+01)],Entrust234: [Suffix: rocks (1.66e+00)],Entrust234: [Suffix: hr (0.00e+00)],Entrust234: [Suffix: comve (7.10e+01)],Facebook234: [Suffix: gobcl (5.58e-02)],Facebook234: [Suffix: gojp (0.00e+00)],Facebook234: [Suffix: is (6.70e+01)],Facebook234: [Suffix: club (4.82e-01)],Facebook234: [Suffix: hu (0.00e+00)],Facebook234: [Suffix: comve (6.70e+01)],Google234: [Suffix: my (1.63e-01)],Google234: [Suffix: govpk (0.00e+00)],Google234: [Suffix: pw (7.10e+01)],Google234: [Suffix: govtr (7.70e-01)],Google234: [Suffix: hu (0.00e+00)],Google234: [Suffix: govau (7.10e+01)],SSLMate234: [Suffix: govng (2.62e+00)],SSLMate234: [Suffix: govpt (0.00e+00)],SSLMate234: [Suffix: support (7.10e+01)],SSLMate234: [Suffix: ac (3.79e+00)],SSLMate234: [Suffix: id (0.00e+00)],SSLMate234: [Suffix: al (7.10e+01)]
Censys235: [Suffix: govaf (2.39e-02)],Censys235: [Suffix: govsa (0.00e+00)],Censys235: [Suffix: store (6.90e+01)],Censys235: [Suffix: goth (5.44e-01)],Censys235: [Suffix: gr (0.00e+00)],Censys235: [Suffix: online (7.00e+01)],Entrust235: [Suffix: govtr (3.22e-01)],Entrust235: [Suffix: hk (0.00e+00)],Entrust235: [Suffix: sc (6.80e+01)],Entrust235: [Suffix: ba (1.66e+00)],Entrust235: [Suffix: hu (0.00e+00)],Entrust235: [Suffix: wordpresscom (7.00e+01)],Facebook235: [Suffix: edumy (5.58e-02)],Facebook235: [Suffix: govpt (0.00e+00)],Facebook235: [Suffix: recipes (6.60e+01)],Facebook235: [Suffix: nz (4.82e-01)],Facebook235: [Suffix: id (0.00e+00)],Facebook235: [Suffix: gobcl (6.60e+01)],Google235: [Suffix: govng (1.63e-01)],Google235: [Suffix: govpt (0.00e+00)],Google235: [Suffix: pt (7.00e+01)],Google235: [Suffix: eg (7.60e-01)],Google235: [Suffix: id (0.00e+00)],Google235: [Suffix: govsa (7.00e+01)],SSLMate235: [Suffix: orggg (2.62e+00)],SSLMate235: [Suffix: govsa (0.00e+00)],SSLMate235: [Suffix: su (7.00e+01)],SSLMate235: [Suffix: rs (3.79e+00)],SSLMate235: [Suffix: idvtw (0.00e+00)],SSLMate235: [Suffix: comve (7.00e+01)]
Censys236: [Suffix: segovbr (1.99e-02)],Censys236: [Suffix: goth (0.00e+00)],Censys236: [Suffix: st (6.80e+01)],Censys236: [Suffix: comtr (5.27e-01)],Censys236: [Suffix: graphics (0.00e+00)],Censys236: [Suffix: mg (6.90e+01)],Entrust236: [Suffix: xn--p1ai (3.05e-01)],Entrust236: [Suffix: hr (0.00e+00)],Entrust236: [Suffix: cash (6.70e+01)],Entrust236: [Suffix: comph (1.65e+00)],Entrust236: [Suffix: id (0.00e+00)],Entrust236: [Suffix: mk (6.90e+01)],Facebook236: [Suffix: shcn (5.58e-02)],Facebook236: [Suffix: govtr (0.00e+00)],Facebook236: [Suffix: nettw (6.50e+01)],Facebook236: [Suffix: kz (4.69e-01)],Facebook236: [Suffix: idvtw (0.00e+00)],Facebook236: [Suffix: goth (6.50e+01)],Google236: [Suffix: orggg (1.63e-01)],Google236: [Suffix: govsa (0.00e+00)],Google236: [Suffix: pro (6.90e+01)],Google236: [Suffix: mobi (7.16e-01)],Google236: [Suffix: idvtw (0.00e+00)],Google236: [Suffix: im (6.90e+01)],SSLMate236: [Suffix: comve (2.62e+00)],SSLMate236: [Suffix: goth (0.00e+00)],SSLMate236: [Suffix: studio (6.90e+01)],SSLMate236: [Suffix: k12inus (3.74e+00)],SSLMate236: [Suffix: ie (0.00e+00)],SSLMate236: [Suffix: blog (6.90e+01)]
Censys237: [Suffix: sc (1.99e-02)],Censys237: [Suffix: govtr (0.00e+00)],Censys237: [Suffix: squarespacecom (6.70e+01)],Censys237: [Suffix: lv (5.05e-01)],Censys237: [Suffix: gratis (0.00e+00)],Censys237: [Suffix: lv (6.80e+01)],Entrust237: [Suffix: govir (3.05e-01)],Entrust237: [Suffix: hu (0.00e+00)],Entrust237: [Suffix: gokr (6.60e+01)],Entrust237: [Suffix: studio (1.54e+00)],Entrust237: [Suffix: idvtw (0.00e+00)],Entrust237: [Suffix: support (6.80e+01)],Facebook237: [Suffix: segovbr (5.58e-02)],Facebook237: [Suffix: govtw (0.00e+00)],Facebook237: [Suffix: studio (6.40e+01)],Facebook237: [Suffix: mobi (4.58e-01)],Facebook237: [Suffix: ie (0.00e+00)],Facebook237: [Suffix: govau (6.40e+01)],Google237: [Suffix: ai (1.63e-01)],Google237: [Suffix: goth (0.00e+00)],Google237: [Suffix: se (6.80e+01)],Google237: [Suffix: cash (6.60e-01)],Google237: [Suffix: ie (0.00e+00)],Google237: [Suffix: work (6.80e+01)],SSLMate237: [Suffix: govtr (2.62e+00)],SSLMate237: [Suffix: govtr (0.00e+00)],SSLMate237: [Suffix: store (6.80e+01)],SSLMate237: [Suffix: k12nhus (3.74e+00)],SSLMate237: [Suffix: im (0.00e+00)],SSLMate237: [Suffix: dev (6.80e+01)]
Censys238: [Suffix: cash (1.99e-02)],Censys238: [Suffix: govuk (0.00e+00)],Censys238: [Suffix: spgovbr (6.60e+01)],Censys238: [Suffix: cc (4.83e-01)],Censys238: [Suffix: help (0.00e+00)],Censys238: [Suffix: sh (6.70e+01)],Entrust238: [Suffix: studio (3.05e-01)],Entrust238: [Suffix: id (0.00e+00)],Entrust238: [Suffix: blog (6.50e+01)],Entrust238: [Suffix: xn--p1ai (1.54e+00)],Entrust238: [Suffix: ie (0.00e+00)],Entrust238: [Suffix: k12nhus (6.70e+01)],Facebook238: [Suffix: sc (5.58e-02)],Facebook238: [Suffix: govuk (0.00e+00)],Facebook238: [Suffix: orgin (6.30e+01)],Facebook238: [Suffix: nettw (4.24e-01)],Facebook238: [Suffix: im (0.00e+00)],Facebook238: [Suffix: gentr (6.30e+01)],Google238: [Suffix: al (1.40e-01)],Google238: [Suffix: govtr (0.00e+00)],Google238: [Suffix: orgbr (6.70e+01)],Google238: [Suffix: al (6.60e-01)],Google238: [Suffix: im (0.00e+00)],Google238: [Suffix: gentr (6.70e+01)],SSLMate238: [Suffix: software (2.25e+00)],SSLMate238: [Suffix: govuk (0.00e+00)],SSLMate238: [Suffix: st (6.70e+01)],SSLMate238: [Suffix: lv (3.42e+00)],SSLMate238: [Suffix: in (0.00e+00)],SSLMate238: [Suffix: cloud (6.70e+01)]
Censys239: [Suffix: recbr (1.99e-02)],Censys239: [Suffix: gr (0.00e+00)],Censys239: [Suffix: software (6.50e+01)],Censys239: [Suffix: info (4.50e-01)],Censys239: [Suffix: hk (0.00e+00)],Censys239: [Suffix: edumy (6.60e+01)],Entrust239: [Suffix: sg (3.05e-01)],Entrust239: [Suffix: idvtw (0.00e+00)],Entrust239: [Suffix: community (6.40e+01)],Entrust239: [Suffix: cf (1.54e+00)],Entrust239: [Suffix: im (0.00e+00)],Entrust239: [Suffix: gocom (6.60e+01)],Facebook239: [Suffix: eg (5.58e-02)],Facebook239: [Suffix: gr (0.00e+00)],Facebook239: [Suffix: prgovbr (6.20e+01)],Facebook239: [Suffix: one (4.24e-01)],Facebook239: [Suffix: govtw (0.00e+00)],Facebook239: [Suffix: gratis (6.20e+01)],Google239: [Suffix: site (1.40e-01)],Google239: [Suffix: govuk (0.00e+00)],Google239: [Suffix: pk (6.60e+01)],Google239: [Suffix: mk (6.60e-01)],Google239: [Suffix: in (0.00e+00)],Google239: [Suffix: cash (6.60e+01)],SSLMate239: [Suffix: govaf (2.25e+00)],SSLMate239: [Suffix: gr (0.00e+00)],SSLMate239: [Suffix: orguk (6.60e+01)],SSLMate239: [Suffix: comve (3.32e+00)],SSLMate239: [Suffix: info (0.00e+00)],SSLMate239: [Suffix: jusbr (6.60e+01)]
Censys240: [Suffix: naganonaganojp (1.99e-02)],Censys240: [Suffix: graphics (0.00e+00)],Censys240: [Suffix: site (6.40e+01)],Censys240: [Suffix: edupk (4.38e-01)],Censys240: [Suffix: hr (0.00e+00)],Censys240: [Suffix: ie (6.50e+01)],Entrust240: [Suffix: center (3.05e-01)],Entrust240: [Suffix: ie (0.00e+00)],Entrust240: [Suffix: my (6.30e+01)],Entrust240: [Suffix: nu (1.54e+00)],Entrust240: [Suffix: in (0.00e+00)],Entrust240: [Suffix: gcca (6.50e+01)],Facebook240: [LoggedSub2Expire (4.77e-02)],Facebook240: [Suffix: graphics (0.00e+00)],Facebook240: [Suffix: pw (6.10e+01)],Facebook240: [Suffix: orgcn (4.24e-01)],Facebook240: [Suffix: gouvfr (0.00e+00)],Facebook240: [Suffix: wordpresscom (6.10e+01)],Google240: [Suffix: govaf (1.40e-01)],Google240: [Suffix: gr (0.00e+00)],Google240: [Suffix: pe (6.50e+01)],Google240: [Suffix: online (6.33e-01)],Google240: [Suffix: info (0.00e+00)],Google240: [Suffix: rs (6.50e+01)],SSLMate240: [Suffix: al (2.25e+00)],SSLMate240: [Suffix: graphics (0.00e+00)],SSLMate240: [Suffix: orgin (6.50e+01)],SSLMate240: [Suffix: govng (3.32e+00)],SSLMate240: [Suffix: gr (0.00e+00)],SSLMate240: [Suffix: netbr (6.50e+01)]
Censys241: [Suffix: la (1.99e-02)],Censys241: [Suffix: gratis (0.00e+00)],Censys241: [Suffix: si (6.30e+01)],Censys241: [Suffix: si (4.13e-01)],Censys241: [Suffix: hu (0.00e+00)],Censys241: [Suffix: win (6.40e+01)],Entrust241: [Suffix: dnua (3.05e-01)],Entrust241: [Suffix: im (0.00e+00)],Entrust241: [Suffix: recbr (6.20e+01)],Entrust241: [Suffix: govaf (1.50e+00)],Entrust241: [Suffix: info (0.00e+00)],Entrust241: [Suffix: govtr (6.40e+01)],Facebook241: [Lifetime of the cert (4.69e-02)],Facebook241: [Suffix: gratis (0.00e+00)],Facebook241: [Suffix: pk (6.00e+01)],Facebook241: [Suffix: re (4.24e-01)],Facebook241: [Suffix: govtr (0.00e+00)],Facebook241: [Suffix: govit (6.00e+01)],Google241: [Suffix: cash (1.40e-01)],Google241: [Suffix: graphics (0.00e+00)],Google241: [Suffix: orjp (6.40e+01)],Google241: [Suffix: edeka (6.33e-01)],Google241: [Suffix: gr (0.00e+00)],Google241: [Suffix: govtr (6.40e+01)],SSLMate241: [Suffix: mk (2.25e+00)],SSLMate241: [Suffix: gratis (0.00e+00)],SSLMate241: [Suffix: govpt (6.40e+01)],SSLMate241: [Suffix: gocom (3.32e+00)],SSLMate241: [Suffix: govaf (0.00e+00)],SSLMate241: [Suffix: naganonaganojp (6.40e+01)]
Censys242: [Suffix: shcn (1.99e-02)],Censys242: [Suffix: help (0.00e+00)],Censys242: [Suffix: shop (6.20e+01)],Censys242: [Suffix: coke (3.63e-01)],Censys242: [Suffix: id (0.00e+00)],Censys242: [Suffix: recbr (6.30e+01)],Entrust242: [Suffix: govpk (3.05e-01)],Entrust242: [Suffix: in (0.00e+00)],Entrust242: [Suffix: jusbr (6.10e+01)],Entrust242: [Suffix: goth (1.42e+00)],Entrust242: [Suffix: edumy (0.00e+00)],Entrust242: [Suffix: one (6.30e+01)],Facebook242: [Suffix: video (4.46e-02)],Facebook242: [Suffix: help (0.00e+00)],Facebook242: [Suffix: re (5.90e+01)],Facebook242: [Suffix: video (4.24e-01)],Facebook242: [Suffix: gokr (0.00e+00)],Facebook242: [Suffix: mv (5.90e+01)],Google242: [Suffix: mk (1.40e-01)],Google242: [Suffix: gratis (0.00e+00)],Google242: [Suffix: orgza (6.30e+01)],Google242: [Suffix: nz (5.92e-01)],Google242: [Suffix: govaf (0.00e+00)],Google242: [Suffix: gratis (6.30e+01)],SSLMate242: [Suffix: cash (2.25e+00)],SSLMate242: [Suffix: help (0.00e+00)],SSLMate242: [Suffix: lk (6.30e+01)],SSLMate242: [Suffix: beltr (3.32e+00)],SSLMate242: [Suffix: gratis (0.00e+00)],SSLMate242: [Suffix: expert (6.30e+01)]
Censys243: [Suffix: gobcl (1.99e-02)],Censys243: [Suffix: hk (0.00e+00)],Censys243: [Suffix: shcn (6.10e+01)],Censys243: [Suffix: k12nhus (2.85e-01)],Censys243: [Suffix: idvtw (0.00e+00)],Censys243: [Suffix: govng (6.20e+01)],Entrust243: [Suffix: tube (3.05e-01)],Entrust243: [Suffix: gov (0.00e+00)],Entrust243: [Suffix: tk (6.00e+01)],Entrust243: [Suffix: discount (1.42e+00)],Entrust243: [Suffix: govaf (0.00e+00)],Entrust243: [Suffix: sa (6.20e+01)],Facebook243: [Suffix: re (4.46e-02)],Facebook243: [Suffix: hk (0.00e+00)],Facebook243: [Suffix: orgza (5.80e+01)],Facebook243: [Suffix: squarespacecom (4.24e-01)],Facebook243: [Suffix: edumy (0.00e+00)],Facebook243: [Suffix: site (5.80e+01)],Google243: [Suffix: software (1.40e-01)],Google243: [Suffix: help (0.00e+00)],Google243: [Suffix: orgve (6.20e+01)],Google243: [Suffix: cat (5.80e-01)],Google243: [Suffix: graphics (0.00e+00)],Google243: [Suffix: la (6.20e+01)],SSLMate243: [Suffix: site (2.25e+00)],SSLMate243: [Suffix: hk (0.00e+00)],SSLMate243: [Suffix: life (6.20e+01)],SSLMate243: [Suffix: orggg (3.32e+00)],SSLMate243: [Suffix: gouvfr (0.00e+00)],SSLMate243: [Suffix: fun (6.20e+01)]
Censys244: [Suffix: edumy (1.99e-02)],Censys244: [Suffix: hr (0.00e+00)],Censys244: [Suffix: online (6.00e+01)],Censys244: [Suffix: ma (2.79e-01)],Censys244: [Suffix: ie (0.00e+00)],Censys244: [Suffix: games (6.10e+01)],Entrust244: [Suffix: gobec (3.05e-01)],Entrust244: [Suffix: gouvfr (0.00e+00)],Entrust244: [Suffix: edumy (5.90e+01)],Entrust244: [Suffix: live (1.39e+00)],Entrust244: [Suffix: gr (0.00e+00)],Entrust244: [Suffix: gratis (6.10e+01)],Facebook244: [Suffix: orgcn (4.46e-02)],Facebook244: [Suffix: hr (0.00e+00)],Facebook244: [Suffix: orgve (5.70e+01)],Facebook244: [Suffix: mil (4.10e-01)],Facebook244: [Suffix: edupe (0.00e+00)],Facebook244: [Suffix: cloud (5.70e+01)],Google244: [Suffix: edumy (1.17e-01)],Google244: [Suffix: hk (0.00e+00)],Google244: [Suffix: orguk (6.10e+01)],Google244: [Suffix: la (5.50e-01)],Google244: [Suffix: gouvfr (0.00e+00)],Google244: [Suffix: news (6.10e+01)],SSLMate244: [Suffix: shcn (1.87e+00)],SSLMate244: [Suffix: hr (0.00e+00)],SSLMate244: [Suffix: legbr (6.10e+01)],SSLMate244: [Suffix: govtr (3.32e+00)],SSLMate244: [Suffix: edusg (0.00e+00)],SSLMate244: [Suffix: xyz (6.10e+01)]
